Data was last updated 10-02-2018;Hours;Sweden_quantity
01/01/2018;0;0
01/01/2018;1;0
01/01/2018;2;0
01/01/2018;3;0
01/01/2018;4;0
01/01/2018;5;0
01/01/2018;6;0
01/01/2018;7;0
01/01/2018;8;0
01/01/2018;9;0
01/01/2018;10;0
01/01/2018;11;0
01/01/2018;12;0
01/01/2018;13;0
01/01/2018;14;0
01/01/2018;15;0
01/01/2018;16;150
01/01/2018;17;150
01/01/2018;18;150
01/01/2018;19;0
01/01/2018;20;0
01/01/2018;21;0
01/01/2018;22;0
01/01/2018;23;0
02/01/2018;0;0
02/01/2018;1;0
02/01/2018;2;0
02/01/2018;3;0
02/01/2018;4;0
02/01/2018;5;0
02/01/2018;6;0
02/01/2018;7;0
02/01/2018;8;0
02/01/2018;9;0
02/01/2018;10;0
02/01/2018;11;0
02/01/2018;12;0
02/01/2018;13;0
02/01/2018;14;0
02/01/2018;15;0
02/01/2018;16;150
02/01/2018;17;150
02/01/2018;18;150
02/01/2018;19;0
02/01/2018;20;0
02/01/2018;21;0
02/01/2018;22;0
02/01/2018;23;0
03/01/2018;0;0
03/01/2018;1;0
03/01/2018;2;0
03/01/2018;3;0
03/01/2018;4;0
03/01/2018;5;0
03/01/2018;6;0
03/01/2018;7;0
03/01/2018;8;0
03/01/2018;9;0
03/01/2018;10;0
03/01/2018;11;0
03/01/2018;12;0
03/01/2018;13;0
03/01/2018;14;0
03/01/2018;15;0
03/01/2018;16;150
03/01/2018;17;150
03/01/2018;18;150
03/01/2018;19;0
03/01/2018;20;0
03/01/2018;21;0
03/01/2018;22;0
03/01/2018;23;0
04/01/2018;0;0
04/01/2018;1;0
04/01/2018;2;0
04/01/2018;3;0
04/01/2018;4;0
04/01/2018;5;0
04/01/2018;6;0
04/01/2018;7;0
04/01/2018;8;0
04/01/2018;9;0
04/01/2018;10;0
04/01/2018;11;0
04/01/2018;12;0
04/01/2018;13;0
04/01/2018;14;0
04/01/2018;15;0
04/01/2018;16;150
04/01/2018;17;150
04/01/2018;18;150
04/01/2018;19;0
04/01/2018;20;0
04/01/2018;21;0
04/01/2018;22;0
04/01/2018;23;0
05/01/2018;0;0
05/01/2018;1;0
05/01/2018;2;0
05/01/2018;3;0
05/01/2018;4;0
05/01/2018;5;0
05/01/2018;6;0
05/01/2018;7;0
05/01/2018;8;0
05/01/2018;9;0
05/01/2018;10;0
05/01/2018;11;0
05/01/2018;12;0
05/01/2018;13;0
05/01/2018;14;0
05/01/2018;15;0
05/01/2018;16;150
05/01/2018;17;150
05/01/2018;18;150
05/01/2018;19;0
05/01/2018;20;0
05/01/2018;21;0
05/01/2018;22;0
05/01/2018;23;0
06/01/2018;0;0
06/01/2018;1;0
06/01/2018;2;0
06/01/2018;3;0
06/01/2018;4;0
06/01/2018;5;0
06/01/2018;6;0
06/01/2018;7;0
06/01/2018;8;0
06/01/2018;9;0
06/01/2018;10;0
06/01/2018;11;0
06/01/2018;12;0
06/01/2018;13;0
06/01/2018;14;0
06/01/2018;15;0
06/01/2018;16;150
06/01/2018;17;150
06/01/2018;18;150
06/01/2018;19;0
06/01/2018;20;0
06/01/2018;21;0
06/01/2018;22;0
06/01/2018;23;0
07/01/2018;0;0
07/01/2018;1;0
07/01/2018;2;0
07/01/2018;3;0
07/01/2018;4;0
07/01/2018;5;0
07/01/2018;6;0
07/01/2018;7;0
07/01/2018;8;0
07/01/2018;9;0
07/01/2018;10;0
07/01/2018;11;0
07/01/2018;12;0
07/01/2018;13;0
07/01/2018;14;0
07/01/2018;15;0
07/01/2018;16;150
07/01/2018;17;150
07/01/2018;18;150
07/01/2018;19;0
07/01/2018;20;0
07/01/2018;21;0
07/01/2018;22;0
07/01/2018;23;0
08/01/2018;0;0
08/01/2018;1;0
08/01/2018;2;0
08/01/2018;3;0
08/01/2018;4;0
08/01/2018;5;0
08/01/2018;6;0
08/01/2018;7;0
08/01/2018;8;0
08/01/2018;9;0
08/01/2018;10;0
08/01/2018;11;0
08/01/2018;12;0
08/01/2018;13;0
08/01/2018;14;0
08/01/2018;15;0
08/01/2018;16;150
08/01/2018;17;150
08/01/2018;18;150
08/01/2018;19;0
08/01/2018;20;0
08/01/2018;21;0
08/01/2018;22;0
08/01/2018;23;0
09/01/2018;0;0
09/01/2018;1;0
09/01/2018;2;0
09/01/2018;3;0
09/01/2018;4;0
09/01/2018;5;0
09/01/2018;6;0
09/01/2018;7;0
09/01/2018;8;0
09/01/2018;9;0
09/01/2018;10;0
09/01/2018;11;0
09/01/2018;12;0
09/01/2018;13;0
09/01/2018;14;0
09/01/2018;15;0
09/01/2018;16;150
09/01/2018;17;150
09/01/2018;18;150
09/01/2018;19;0
09/01/2018;20;0
09/01/2018;21;0
09/01/2018;22;0
09/01/2018;23;0
10/01/2018;0;0
10/01/2018;1;0
10/01/2018;2;0
10/01/2018;3;0
10/01/2018;4;0
10/01/2018;5;0
10/01/2018;6;0
10/01/2018;7;0
10/01/2018;8;0
10/01/2018;9;0
10/01/2018;10;0
10/01/2018;11;0
10/01/2018;12;0
10/01/2018;13;0
10/01/2018;14;0
10/01/2018;15;0
10/01/2018;16;150
10/01/2018;17;150
10/01/2018;18;150
10/01/2018;19;0
10/01/2018;20;0
10/01/2018;21;0
10/01/2018;22;0
10/01/2018;23;0
11/01/2018;0;0
11/01/2018;1;0
11/01/2018;2;0
11/01/2018;3;0
11/01/2018;4;0
11/01/2018;5;0
11/01/2018;6;0
11/01/2018;7;0
11/01/2018;8;0
11/01/2018;9;0
11/01/2018;10;0
11/01/2018;11;0
11/01/2018;12;0
11/01/2018;13;0
11/01/2018;14;0
11/01/2018;15;0
11/01/2018;16;150
11/01/2018;17;150
11/01/2018;18;150
11/01/2018;19;0
11/01/2018;20;0
11/01/2018;21;0
11/01/2018;22;0
11/01/2018;23;0
12/01/2018;0;0
12/01/2018;1;0
12/01/2018;2;0
12/01/2018;3;0
12/01/2018;4;0
12/01/2018;5;0
12/01/2018;6;0
12/01/2018;7;0
12/01/2018;8;0
12/01/2018;9;0
12/01/2018;10;0
12/01/2018;11;0
12/01/2018;12;0
12/01/2018;13;0
12/01/2018;14;0
12/01/2018;15;0
12/01/2018;16;150
12/01/2018;17;150
12/01/2018;18;150
12/01/2018;19;0
12/01/2018;20;0
12/01/2018;21;0
12/01/2018;22;0
12/01/2018;23;0
13/01/2018;0;0
13/01/2018;1;0
13/01/2018;2;0
13/01/2018;3;0
13/01/2018;4;0
13/01/2018;5;0
13/01/2018;6;0
13/01/2018;7;0
13/01/2018;8;0
13/01/2018;9;0
13/01/2018;10;0
13/01/2018;11;0
13/01/2018;12;0
13/01/2018;13;0
13/01/2018;14;0
13/01/2018;15;0
13/01/2018;16;150
13/01/2018;17;150
13/01/2018;18;150
13/01/2018;19;0
13/01/2018;20;0
13/01/2018;21;0
13/01/2018;22;0
13/01/2018;23;0
14/01/2018;0;0
14/01/2018;1;0
14/01/2018;2;0
14/01/2018;3;0
14/01/2018;4;0
14/01/2018;5;0
14/01/2018;6;0
14/01/2018;7;0
14/01/2018;8;0
14/01/2018;9;0
14/01/2018;10;0
14/01/2018;11;0
14/01/2018;12;0
14/01/2018;13;0
14/01/2018;14;0
14/01/2018;15;0
14/01/2018;16;150
14/01/2018;17;150
14/01/2018;18;150
14/01/2018;19;0
14/01/2018;20;0
14/01/2018;21;0
14/01/2018;22;0
14/01/2018;23;0
15/01/2018;0;0
15/01/2018;1;0
15/01/2018;2;0
15/01/2018;3;0
15/01/2018;4;0
15/01/2018;5;0
15/01/2018;6;0
15/01/2018;7;0
15/01/2018;8;0
15/01/2018;9;0
15/01/2018;10;0
15/01/2018;11;0
15/01/2018;12;0
15/01/2018;13;0
15/01/2018;14;0
15/01/2018;15;0
15/01/2018;16;150
15/01/2018;17;150
15/01/2018;18;150
15/01/2018;19;0
15/01/2018;20;0
15/01/2018;21;0
15/01/2018;22;0
15/01/2018;23;0
16/01/2018;0;0
16/01/2018;1;0
16/01/2018;2;0
16/01/2018;3;0
16/01/2018;4;0
16/01/2018;5;0
16/01/2018;6;0
16/01/2018;7;0
16/01/2018;8;0
16/01/2018;9;0
16/01/2018;10;0
16/01/2018;11;0
16/01/2018;12;0
16/01/2018;13;0
16/01/2018;14;0
16/01/2018;15;0
16/01/2018;16;150
16/01/2018;17;150
16/01/2018;18;150
16/01/2018;19;0
16/01/2018;20;0
16/01/2018;21;0
16/01/2018;22;0
16/01/2018;23;0
17/01/2018;0;0
17/01/2018;1;0
17/01/2018;2;0
17/01/2018;3;0
17/01/2018;4;0
17/01/2018;5;0
17/01/2018;6;0
17/01/2018;7;0
17/01/2018;8;0
17/01/2018;9;0
17/01/2018;10;0
17/01/2018;11;0
17/01/2018;12;0
17/01/2018;13;0
17/01/2018;14;0
17/01/2018;15;0
17/01/2018;16;150
17/01/2018;17;150
17/01/2018;18;150
17/01/2018;19;0
17/01/2018;20;0
17/01/2018;21;0
17/01/2018;22;0
17/01/2018;23;0
18/01/2018;0;0
18/01/2018;1;0
18/01/2018;2;0
18/01/2018;3;0
18/01/2018;4;0
18/01/2018;5;0
18/01/2018;6;0
18/01/2018;7;0
18/01/2018;8;0
18/01/2018;9;0
18/01/2018;10;0
18/01/2018;11;0
18/01/2018;12;0
18/01/2018;13;0
18/01/2018;14;0
18/01/2018;15;0
18/01/2018;16;150
18/01/2018;17;150
18/01/2018;18;150
18/01/2018;19;0
18/01/2018;20;0
18/01/2018;21;0
18/01/2018;22;0
18/01/2018;23;0
19/01/2018;0;0
19/01/2018;1;0
19/01/2018;2;0
19/01/2018;3;0
19/01/2018;4;0
19/01/2018;5;0
19/01/2018;6;0
19/01/2018;7;0
19/01/2018;8;0
19/01/2018;9;0
19/01/2018;10;0
19/01/2018;11;0
19/01/2018;12;0
19/01/2018;13;0
19/01/2018;14;0
19/01/2018;15;0
19/01/2018;16;150
19/01/2018;17;150
19/01/2018;18;150
19/01/2018;19;0
19/01/2018;20;0
19/01/2018;21;0
19/01/2018;22;0
19/01/2018;23;0
20/01/2018;0;0
20/01/2018;1;0
20/01/2018;2;0
20/01/2018;3;0
20/01/2018;4;0
20/01/2018;5;0
20/01/2018;6;0
20/01/2018;7;0
20/01/2018;8;0
20/01/2018;9;0
20/01/2018;10;0
20/01/2018;11;0
20/01/2018;12;0
20/01/2018;13;0
20/01/2018;14;0
20/01/2018;15;0
20/01/2018;16;150
20/01/2018;17;150
20/01/2018;18;150
20/01/2018;19;0
20/01/2018;20;0
20/01/2018;21;0
20/01/2018;22;0
20/01/2018;23;0
21/01/2018;0;0
21/01/2018;1;0
21/01/2018;2;0
21/01/2018;3;0
21/01/2018;4;0
21/01/2018;5;0
21/01/2018;6;0
21/01/2018;7;0
21/01/2018;8;0
21/01/2018;9;0
21/01/2018;10;0
21/01/2018;11;0
21/01/2018;12;0
21/01/2018;13;0
21/01/2018;14;0
21/01/2018;15;0
21/01/2018;16;150
21/01/2018;17;150
21/01/2018;18;150
21/01/2018;19;0
21/01/2018;20;0
21/01/2018;21;0
21/01/2018;22;0
21/01/2018;23;0
22/01/2018;0;0
22/01/2018;1;0
22/01/2018;2;0
22/01/2018;3;0
22/01/2018;4;0
22/01/2018;5;0
22/01/2018;6;0
22/01/2018;7;0
22/01/2018;8;0
22/01/2018;9;0
22/01/2018;10;0
22/01/2018;11;0
22/01/2018;12;0
22/01/2018;13;0
22/01/2018;14;0
22/01/2018;15;0
22/01/2018;16;150
22/01/2018;17;150
22/01/2018;18;150
22/01/2018;19;0
22/01/2018;20;0
22/01/2018;21;0
22/01/2018;22;0
22/01/2018;23;0
23/01/2018;0;0
23/01/2018;1;0
23/01/2018;2;0
23/01/2018;3;0
23/01/2018;4;0
23/01/2018;5;0
23/01/2018;6;0
23/01/2018;7;0
23/01/2018;8;0
23/01/2018;9;0
23/01/2018;10;0
23/01/2018;11;0
23/01/2018;12;0
23/01/2018;13;0
23/01/2018;14;0
23/01/2018;15;0
23/01/2018;16;150
23/01/2018;17;150
23/01/2018;18;150
23/01/2018;19;0
23/01/2018;20;0
23/01/2018;21;0
23/01/2018;22;0
23/01/2018;23;0
24/01/2018;0;0
24/01/2018;1;0
24/01/2018;2;0
24/01/2018;3;0
24/01/2018;4;0
24/01/2018;5;0
24/01/2018;6;0
24/01/2018;7;0
24/01/2018;8;0
24/01/2018;9;0
24/01/2018;10;0
24/01/2018;11;0
24/01/2018;12;0
24/01/2018;13;0
24/01/2018;14;0
24/01/2018;15;0
24/01/2018;16;150
24/01/2018;17;150
24/01/2018;18;150
24/01/2018;19;0
24/01/2018;20;0
24/01/2018;21;0
24/01/2018;22;0
24/01/2018;23;0
25/01/2018;0;0
25/01/2018;1;0
25/01/2018;2;0
25/01/2018;3;0
25/01/2018;4;0
25/01/2018;5;0
25/01/2018;6;0
25/01/2018;7;0
25/01/2018;8;0
25/01/2018;9;0
25/01/2018;10;0
25/01/2018;11;0
25/01/2018;12;0
25/01/2018;13;0
25/01/2018;14;0
25/01/2018;15;0
25/01/2018;16;150
25/01/2018;17;150
25/01/2018;18;150
25/01/2018;19;0
25/01/2018;20;0
25/01/2018;21;0
25/01/2018;22;0
25/01/2018;23;0
26/01/2018;0;0
26/01/2018;1;0
26/01/2018;2;0
26/01/2018;3;0
26/01/2018;4;0
26/01/2018;5;0
26/01/2018;6;0
26/01/2018;7;0
26/01/2018;8;0
26/01/2018;9;0
26/01/2018;10;0
26/01/2018;11;0
26/01/2018;12;0
26/01/2018;13;0
26/01/2018;14;0
26/01/2018;15;0
26/01/2018;16;150
26/01/2018;17;150
26/01/2018;18;150
26/01/2018;19;0
26/01/2018;20;0
26/01/2018;21;0
26/01/2018;22;0
26/01/2018;23;0
27/01/2018;0;0
27/01/2018;1;0
27/01/2018;2;0
27/01/2018;3;0
27/01/2018;4;0
27/01/2018;5;0
27/01/2018;6;0
27/01/2018;7;0
27/01/2018;8;0
27/01/2018;9;0
27/01/2018;10;0
27/01/2018;11;0
27/01/2018;12;0
27/01/2018;13;0
27/01/2018;14;0
27/01/2018;15;0
27/01/2018;16;150
27/01/2018;17;150
27/01/2018;18;150
27/01/2018;19;0
27/01/2018;20;0
27/01/2018;21;0
27/01/2018;22;0
27/01/2018;23;0
28/01/2018;0;0
28/01/2018;1;0
28/01/2018;2;0
28/01/2018;3;0
28/01/2018;4;0
28/01/2018;5;0
28/01/2018;6;0
28/01/2018;7;0
28/01/2018;8;0
28/01/2018;9;0
28/01/2018;10;0
28/01/2018;11;0
28/01/2018;12;0
28/01/2018;13;0
28/01/2018;14;0
28/01/2018;15;0
28/01/2018;16;150
28/01/2018;17;150
28/01/2018;18;150
28/01/2018;19;0
28/01/2018;20;0
28/01/2018;21;0
28/01/2018;22;0
28/01/2018;23;0
29/01/2018;0;0
29/01/2018;1;0
29/01/2018;2;0
29/01/2018;3;0
29/01/2018;4;0
29/01/2018;5;0
29/01/2018;6;0
29/01/2018;7;0
29/01/2018;8;0
29/01/2018;9;0
29/01/2018;10;0
29/01/2018;11;0
29/01/2018;12;0
29/01/2018;13;0
29/01/2018;14;0
29/01/2018;15;0
29/01/2018;16;150
29/01/2018;17;150
29/01/2018;18;150
29/01/2018;19;0
29/01/2018;20;0
29/01/2018;21;0
29/01/2018;22;0
29/01/2018;23;0
30/01/2018;0;0
30/01/2018;1;0
30/01/2018;2;0
30/01/2018;3;0
30/01/2018;4;0
30/01/2018;5;0
30/01/2018;6;0
30/01/2018;7;0
30/01/2018;8;0
30/01/2018;9;0
30/01/2018;10;0
30/01/2018;11;0
30/01/2018;12;0
30/01/2018;13;0
30/01/2018;14;0
30/01/2018;15;0
30/01/2018;16;150
30/01/2018;17;150
30/01/2018;18;150
30/01/2018;19;0
30/01/2018;20;0
30/01/2018;21;0
30/01/2018;22;0
30/01/2018;23;0
31/01/2018;0;0
31/01/2018;1;0
31/01/2018;2;0
31/01/2018;3;0
31/01/2018;4;0
31/01/2018;5;0
31/01/2018;6;0
31/01/2018;7;0
31/01/2018;8;0
31/01/2018;9;0
31/01/2018;10;0
31/01/2018;11;0
31/01/2018;12;0
31/01/2018;13;0
31/01/2018;14;0
31/01/2018;15;0
31/01/2018;16;150
31/01/2018;17;150
31/01/2018;18;150
31/01/2018;19;0
31/01/2018;20;0
31/01/2018;21;0
31/01/2018;22;0
31/01/2018;23;0